,언론사,뉴스제목,본문내용,카테고리,이미지url,link,시간
39,KBS,[뉴스7 대전·세종·충남] 클로징,"[뉴스7 대전·세종·충남] 클로징
KBS뉴스
|
재생 수
201
00:00 | 01:00
자막
자막
화질 선택 옵션
자동



[KBS 대전]앞서 영화에서나 나올법한, 지구방위 프로젝트가 성공했다는 소식 자세히 전해드렸는데요.

인류 절멸을 불러올 수 있는 우주적 재앙을 과학의 힘으로 막아보려는 매우 의미 있는 실험이란 평가가 나옵니다.

그런데, 진짜 위협은 우주가 아닌 우리 행성 내부에서 진행중인것 같습니다.

최근 10여년새 심화하고 있는 자국이기주의, 그에 따른 전쟁, 그리고 핵무기 사용 가능성까지 우주적 재앙에 과학적 대비를 하면서, 한편으론 과학이 만든 무기로 문명의 종말 가능성을 키우고 있는 이 역설적 상황.

혹시 지구밖 지적 생명체가 있다면 이걸 어떻게 평가할 지 궁금해집니다.

뉴스 마칩니다.

시청해주신 여러분 고맙습니다.",IT 일반,No image,https://n.news.naver.com/mnews/article/056/0011347818?sid=105,2022.09.29. 오후 8:03
40,ZDNet Korea,"尹대통령, 인구절벽에 저출산고령위 컨트롤타워 강조…정작 조직은 대폭 축소","행안부 ""인력감축 업무차질 없어"" 엇박자…남인순 의원 ""윤 정부서 회의 한 차례도 안해""
윤석열 대통령이 저출산 대책 컨트롤타워로써 개편을 지시한 저출산고령사회위원회가 현 정부 들어 한차례의 회의도 열지 않은 것으로 확인됐다.

윤 대통령은 27일 정부세종청사에서 국무회의를 열고 “16년간 인구문제 해결을 위해 280조 원의 예산을 쏟아부었지만 올해 2분기 출산율이 0.75명까지 급락했다”며 “저출산고령사회위원회(이하 저고위)를 인구 감소와 100세 시대의 해법을 찾는 컨트롤타워 역할을 수행하도록 전면 개편할 예정”이라고 말했다.

그렇지만 취임 이후 저고위는 회의를 한 차례도 하지 않았을 뿐 아니라 지속적인 인력 감축으로 그 기능이 사실상 무력화된 상태였던 것으로 확인됐다.

역대 정권을 이어오며 인구절벽 위기 및 이에 대한 근본 해법 마련 필요성이 대두돼 왔고, 저고위가 그 주요 역할을 맡아 왔지만 문재인 정부 당시에도 회의 등이 제때 이뤄지지 않아 명목상의 대통령 직속 기구로 유명무실하다는 비판도 없지 않았다.

이번 정부도 마찬가지인데, 특히 윤 대통령 취임 4개월 만에 대폭 인력감축 등 저고위의 기능과 위상은 크게 축소됐다.

지난 27일 세종시 소재 어린이집을 방문한 윤석열 대통령의 모습. (사진=KTV 유튜브 캡처)

남인순 더불어민주당 의원에 따르면, 저고위 사무처 중 국장급인 기획조정관 직제가 없어졌으며, 직원 29명 가운데 34%인 10명이 감축됐다. 총 29명 정원의 사무처 인력 가운데 남은 19명 중 11명은 계약직 임기제로, 이들도 계약 종료를 앞두고 있어 사실상 8명만 남게 되는 상황이다.

또 위원장인 대통령 다음의 직책으로 저고위를 챙길 부위원장도 윤 정부가 출범한 5월 10일 이후 현재까지 장기간 공석이 지속되고 있는 실정이다.

관련해 조규홍 보건복지부장관 후보자는 지난 27일 “조직의 크기와 조직의 효율성은 서로 다른 차원”이라고 말했다가 빈축을 샀다.

저고위의 문제는 조직 규모 축소만이 아니다. 운영에 있어서도 보건복지부 예산에 편성돼 있지만, 윤 정부 출범 이후 저고위 회의는 단 한 차례도 열리지 않았다.

이런 상황에서 윤석열 대통령이 저고위 개편을 지시한 것은 인구절벽 위기가 가시화되자 내놓은 미봉책 아니냐는 주장도 나온다. 아울러 관계부처의 앞선 조치와도 엇박자가 나온다는 지적이다.

8월 말 행정안전부는 사무처 인력 감축과 관련해 지디넷코리아에 “위원회 개편은 아니며 행안부가 관리하는 별도 정원 인력 관리를 위해 이 같이 결정했다”고 밝혔다. 당시 인력 감축에 따른 업무 차질 우려를 묻는 기자에게 행안부는 “위원회 사무처 인력을 줄이더라도 정책 추진에 차질이 생기는 것은 아니”라며 “범부처에 저출산·고령화 관련 정책이 추진되고 있다”고 일축했다.

당시 남인순 의원은 “사무처 인력을 대폭 감축한다면 위원회 운영지원과 실무 수행에 막대한 차질을 빚게 될 수 있어 재검토해야 한다”고 요구했지만, 이는 결국 받아들여지지 않았다. 남 의원은 “과연 윤석열 정부가 시대적·역사적 과제인 초저출생, 초고령사회에 대한 적극적 대응 의지가 있는지 의구심이 든다”고 지적했다.",IT 일반,https://imgnews.pstatic.net/image/092/2022/09/28/0002269404_001_20220928230201335.jpg?type=w647,https://n.news.naver.com/mnews/article/092/0002269404?sid=105,2022.09.28. 오후 11:02
41,한국경제,"""자료 백업해두세요""…'다음 블로그' 서비스 이달 말 종료","지난 7월부터 신규 블로그 개설 중단
백업가능기간 내년 9월28일까지 약 1년간
사진=다음캡처

17년 역사를 이어온 다음 블로그 서비스가 이달 30일 종료된다.

28일 업계에 따르면 다음은 다음 블로그와 티스토리로 운영해오던 블로그 플랫폼을 티스토리로 통합해 운영한다. 다음 관계자는 ""서비스 품질 향상을 위한 것이다. 다음 블로그는 종료되지만 콘텐츠를 티스토리로 이전해 블로그 활동을 이어나갈 수 있다""고 설명했다.

앞서 지난 7월 카카오는 다음 블로그 신규 개설을 중단했다. 카카오는 오는 30일 오전 중으로 다음 블로그 서비스를 종료할 계획. 이에 따라 기존 블로그 자료를 간직하고 싶은 경우 서비스 종료 전에 티스토리로 데이터를 이전하면 된다.

이전하지 않은 경우에는 데이터 백업 서비스를 받을 수 있다. 백업 가능 기간은 다음달 4일부터 2023년 9월28일까지 약 1년간이다. 백업 완료 후에는 압축파일을 풀어 글, 파일, 이미지, 동영상 다운로드 링크 등의 데이터를 확인하는 것이 좋다.

백업 대상은 작성한 글과 글에 첨부한 파일과 이미지, 동영상 등이다. 다만 작성한 글과 첨부한 파일이 아닌 통계, 댓글, 방명록, 에디터 임시저장 글, 친구 목록, 닉네임, 블로그 이름, 블로그 소개, 블로그 이미지, 블로그 꾸미기 이미지, 스킨 등은 백업되지 않는다.

사진=다음캡처

다음 블로그는 포털 사이트 다음에서 운영하고 있는 블로그로 2005년 2월16일 서비스를 시작했다. 다음이 2007년 티스토리를 인수하면서 서비스 개선이 늦어진다는 지적을 받았다. 2020년 5월 전면 리뉴얼을 진행했지만 결국 역사 속으로 사라지게 됐다.",IT 일반,https://imgnews.pstatic.net/image/015/2022/09/28/0004755614_001_20220928220101045.jpg?type=w647,https://n.news.naver.com/mnews/article/015/0004755614?sid=105,2022.09.28. 오후 10:01
42,KBS,일본 수출 규제 뚫고 반도체 핵심 부품 국산화!,"일본 수출 규제 뚫고 반도체 핵심 부품 국산화!
KBS뉴스
|
재생 수
739
00:00 | 01:52
자막
자막
화질 선택 옵션
자동



[KBS 대전] [앵커]

3년 전, 일본의 수출 규제로 '일본 제품 불매 운동'이 크게 번지면서 각계에서 반도체 핵심 부품 등의 국산화를 위해 노력해왔는데요.

국내 연구진이 일본의 수출 규제 품목 중 하나로 핵심 반도체 부품인 '질화갈륨 전력소자'를 국산화하는데 성공했습니다.

이연경 기자입니다.

[리포트]

지난 2019년, 일본은 반도체와 디스플레이 제조에 쓰이는 필수 품목에 대한 수출규제를 단행했습니다.

수출규제 품목에는 차세대 반도체 기술의 핵심으로 꼽히는 '질화갈륨 전력소자'도 포함됐습니다.

출력을 높이면서도 부피는 줄일 수 있어 실리콘을 대체할 반도체 소자로 떠올랐지만 미국과 일본 등 일부 국가에서만 기술을 보유하고 있었습니다.

하지만 최근, 한국전자통신연구원이 질화갈륨 전력소자를 세계적 수준으로 국산화하는데 성공했습니다.

4mm 크기의 트랜지스터 하나가 백열등보다 높은 300W(와트)의 전력을 낼 수 있습니다.

[민병규/한국전자통신연구원 책임연구원 : ""출력 전력 300W, 전력 밀도 10W/mm 이상의 성능을 나타냄으로써 기존의 세계적인 성능인 8.4W/mm 전력 밀도보다 우수한 특성을 나타내고 있습니다.""]

높은 출력이 필요한 군사용 레이더나 위성 통신, 차세대 이동통신 등에 활용될 것으로 기대됩니다.

[강동민/한국전자통신연구원 RF전력부품연구실장 : ""질화갈륨 반도체 핵심부품 국산화에 기여하여 반도체 산업 경쟁력을 높이고 반도체 소재의 해외 의존도를 줄이는 데 도움이 될 것으로 기대합니다.""]

이번 기술은 설계부터 공정, 측정, 패키징까지 모두 순수 국내 기술로 개발됐으며 국내 중소기업 3곳에 기술 이전돼 상용화가 추진되고 있습니다.

KBS 뉴스 이연경입니다.

촬영기자:강수헌",IT 일반,No image,https://n.news.naver.com/mnews/article/056/0011347086?sid=105,2022.09.28. 오후 9:50
43,전자신문,"SK실트론, 협력사 동반 성장에 3년간 481억원 지원","SK실트론이 3년간 협력 중소기업과 임직원에게 총 481억원 규모 상생 협력 프로그램을 운영하는 내용을 포함한 '양극화 해소 자율협약'을 동반성장위원회와 28일 체결했다.

SK실트론이 동반성장위원회와 양극화 해소 자율협약을 체결했다.(왼쪽부터) 박치형 동반성장위원회 운영국장 박치형, 이영석 SK실트론 부사장, 김명학 에이에스이 대표.

상생 협력 프로그램에는 공동기술개발 지원과 산업혁신운동 추진에 244억원, 동반성장 협력대출펀드 조성에 230억원을 지원하는 내용이 포함됐다. SK실트론은 협력사 임금·복리후생과 우수인력 채용 등에도 나선다.

자율협약에는 SK실트론이 협력거래에서 대금 제대로 주기 3원칙 준수를 위해 노력하는 내용도 담겼다. SK실트론은 협력회사의 단가 인상 요청이 있을 경우 일정 기간 협의를 거쳐 단가 인상을 적용하는 납품단가 조정협의 제도를 실시한다.

협력 중소기업 역시 협력기업 간 거래에도 대금 제대로 주기 3원칙 준수와 △연구개발(R&D)·생산성 향상 등 혁신 노력 강화 △제품서비스 품질 개선과 가격경쟁력 제고 △임직원 근로조건 개선과 신규 고용 확대를 위해 노력한다.

동반성장위원회는 SK실트론과 협력 중소기업의 양극화 해소와 동반성장 활동을 위해 기술과 구매 상담의 장을 마련하는데 적극 협력한다. 우수사례 도출과 홍보도 진행한다.

박치형 동반성장위원회 운영국장은 “원자재 가격 상승과 금리 인상으로 반도체 업계가 급변하는 여건에도 SK실트론이 양극화 해소 자율협약에 동참했다”며 “앞으로도 동반성장 문화 확산에 앞장서길 기대한다”고 밝혔다.",IT 일반,https://imgnews.pstatic.net/image/030/2022/09/28/0003047603_001_20220928213701104.jpg?type=w647,https://n.news.naver.com/mnews/article/030/0003047603?sid=105,2022.09.28. 오후 9:37
44,한국경제TV,"세계 최초 배터리 전기 여객기, 8분간 첫 비행 성공","세계 최초의 배터리 기반 순수 전기 동력 여객기가 첫 비행에 성공했다.

27일(현지시간) 미국 CNN 비즈니스 보도에 따르면 이스라엘 전기 항공기 스타트업인 에비에이션 에어크래프트가 만든 순수 전기 동력 여객기 '앨리스'는 이날 미국 워싱턴주의 그랜트 카운티 국제공항을 이륙해 성공적으로 첫 비행을 마쳤다.

9인승 여객기인 앨리스는 이륙 후 고도 약 1천67ｍ 상공에서 8분간 비행한 뒤 안전하게 착륙했다.

이 회사의 그레고리 데이비스 최고경영자(CEO)는 피스톤 엔진이 터보 엔진으로 바뀐 1950년대 이후 처음으로 항공기의 동력원이 바뀐 것이라며 역사적인 순간이라고 감격해했다.

회사 측 설명에 따르면 앨리스는 30분 충전으로 1시간 동안 815㎞ 비행이 가능하며, 최고 속도는 시속 약 462㎞이다.

2015년 설립된 에비에이션 에어크래프트는 현재 여객과 화물용 등 3가지 모델의 앨리스를 개발하고 있으며, 2025년까지 미 연방항공청(FAA) 인증을 거쳐 2027년 고객 인도 개시를 목표로 삼고 있다.

(사진=연합뉴스)",IT 일반,https://imgnews.pstatic.net/image/215/2022/09/28/A202209280371_1_20220928212302347.jpg?type=w647,https://n.news.naver.com/mnews/article/215/0001056880?sid=105,2022.09.28. 오후 9:21
45,세계일보,러시아 발사체 이용한 韓 위성 발사 사실상 무산,"정부, 대체발사 예산 881억 추산

러시아의 우크라이나 침공이 이어지는 가운데, 우리 정부가 러시아 발사체를 이용해 우주로 쏘아 올리려 했던 국내 위성 발사가 사실상 어렵다는 판단을 내린 것으로 확인됐다.

과학기술정보통신부는 28일 국회 과학기술정보통신위원회 소속 박완주 의원에 제출한 자료에서 “국제적으로 대러 제재 공조가 이루어지고 있고 우리나라도 이에 동참하고 있는 상황이므로, 우리 위성의 러시아 현지 발사가 사실상 어렵다고 판단한다”고 밝혔다.

당초 우리 정부는 올해 하반기 다목적 실용위성 6호(이하 '아리랑 6호')를 러시아 앙가라 로켓으로 러시아 플레세츠크 우주기지에서, 차세대 중형위성 2호는 러시아 소유스 로켓을 이용해 카자흐스탄 바이코누르 우주센터에서 각각 발사할 계획이었다.

하지만 미국과 유럽연합(EU) 등 국제 사회가 러시아 우주산업 분야에 대한 제재에 나서면서 우리나라가 국산 위성을 러시아 발사체를 활용해 쏘기 어렵게 된 것으로 전해졌다.

이에 과기정통부는 국회에 아리랑 6호와 차세대 중형위성 2호 발사를 위한 새로운 예산이 필요하다고 보고했다.

과기정통부 관계자에 따르면 정부는 아리랑 6호에 467억 원, 차세대 중형위성 2호에 414억 원으로 총 881억 원의 발사 서비스 및 부대비용(보험료, 운송비, 수행경비 등)이 들 것으로 추산했다.

과기정통부는 내년도 예산에 이 요청이 반영되면 국제 상황을 심층적이고 종합적으로 파악한 뒤에 러시아와 기존 발사 계약을 해제하고 새로운 발사 서비스 제공자와 계약을 추진할 예정이다.

과기정통부는 박 의원실에 제출한 자료에서 “계약 당사자에 귀책 사유가 없는 불가항력이 발생할 경우 계약을 해제할 수 있다”고 설명하고, ‘귀책 사유가 없는 불가항력’의 사례로 전쟁과 수출입 금지 등을 들었다.

우리 정부가 새로 계약할 업체와 발사체는 미국의 스페이스X사의 팰컨 로켓 시리즈나 유럽 우주국의 아리안 로켓 시리즈가 될 것으로 보인다.",IT 일반,https://imgnews.pstatic.net/image/022/2022/09/28/20220322506781_20220928210205998.jpg?type=w647,https://n.news.naver.com/mnews/article/022/0003739214?sid=105,2022.09.28. 오후 9:02
46,세계일보,"네이버 바이브, 오리지널 오디오무비 ‘극동’ 공개… 고도화된 음향 기술로 몰입감 더해","네이버 바이브가 오리지널 오디오무비 ‘극동’을 26일 오디오 탭에서 공개했다.

바이브가 ‘층’에 이어 두 번째로 선보이는 오디오무비 ‘극동’은 등장인물들이 방대한 비자금을 차지하기 위해 추격전을 벌이는 첩보 스릴러 콘텐츠다.

‘친구’, ‘극비수사’를 제작한 곽경택 감독의 연출과 배우 김강우, 유재명, 곽동연의 열연이 돋보인다.

총 9화로 전개되는 에피소드 중, 3회 분량이 26일 공개되고 매주 월요일 오전 10시에 새 에피소드가 업데이트될 예정이다.

특히 네이버 바이브는 돌비 래버러토리스의 협업을 통해 국내 오디오무비 콘텐츠 중 최초로 ‘돌비 애트모스(Dolby Atmos®)’ 공간 음향 기술을 적용했다.

제작 과정서부터 돌비 애트모스를 활용해 특정 소리가 발생하는 위치를 배치하고 제어한 연출로, 이용자는 오디오만으로도 총알이 날아오는 방향이나 자동차의 속도감을 생생하게 느끼며 콘텐츠에 몰입할 수 있다.

현장감 넘치는 오디오만으로 배우들의 연기와 스토리에 집중할 수 있어 새로운 차원의 ‘듣는’ 경험을 제공할 것으로 기대된다.

바이브는 지난 16일 연내 선보일 6종의 오리지널 콘텐츠를 공개한 바 있다. 오늘 공개된 ‘극동’에 이어 ▲마음 코칭 콘텐츠 ‘하지현 박사의 마음하트’ ▲미스터리 스릴러 장르의 세 번째 오디오무비 ‘리버스’ ▲홈 트레이닝 가이드 ‘UV와 따라와, 홈사이클’ ▲슬립가이드 시리즈로 가수 조권의 ‘Born This Way’와 배우 나인우의 ‘오늘, 너에게’까지 5편의 오리지널 콘텐츠를 추가로 선보이며 오디오 경쟁력을 높여갈 계획이다.

바이브는 지난해 12월 출시한 '오디오 탭'에서 오리지널 콘텐츠들을 선보일 예정이다. 오디오 탭을 통해 '뮤직 스트리밍' 서비스에서 나아가 '종합 오디오' 서비스로 외연을 넓히고 있다.

‘층’은 지난해 12월 공개된 이후 재생수가 450만회를 돌파할 만큼 이용자들에게 큰 호응을 얻었다. 오디오 탭이 신설된 후 바이브 앱 신규 설치율은 33% 증가했고, 바이브 앱 이용자 중 오디오 콘텐츠를 즐기는 이용자도 약 40%에 이른다.

네이버 오디오서비스 반경자 리더는 “바이브는 일상 속에서 가볍게 들을 수 있는 콘텐츠부터 온전히 몰입할 수 있는 콘텐츠까지 다방면으로 제공해왔다”며 “앞으로도 오리지널 라인업을 강화해 오디오 콘텐츠 시장에서 대세감을 이어나갈 계획”이라고 말했다.

한편, 오는 28일 오후 7시 곽경택 감독과 주연 배우들은 NOW.에서 진행되는 무비토크를 통해 ‘극동’ 제작 과정부터 비하인드 에피소드까지 다양한 이야기를 전할 예정이다. 이날 오후 8시부터는 바이브 파티룸을 통해 이용자들과 실시간으로 소통하는 자리도 마련했다.",IT 일반,https://imgnews.pstatic.net/image/022/2022/09/28/20220926506256_20220928210203756.jpg?type=w647,https://n.news.naver.com/mnews/article/022/0003739212?sid=105,2022.09.28. 오후 9:02
47,블로터,"""웨어러블은 패션이 먼저""…AR 글라스 '엔리얼 에어' 실물 살펴보니","""웨어러블(착용형) 전자기기는 기능성과 패션 아이템 역할을 동시에 만족해야 한다는 점이 개발 중 가장 어려운 점이었습니다. 그러나 기능만큼 중요한 것이 디자인이기에, 엔리얼은 디자인을 먼저 완성하고 기술은 그에 맞춰 개발하는 새로운 방식으로 접근했습니다.""
엔리얼은 28일 한국 시장에 일반 소비자용 AR 글라스 '엔리얼 에어'를 출시했다. (사진=이건한 기자)

중국 AR글라스(증강현실 안경) 개발 스타트업 엔리얼은 28일 서울 역삼동 최인아책방에서 지난해 글로벌 출시한 일반 소비자용 AR 글라스 '엔리얼 에어'의 국내 출시 기자간담회를 열었다. 일반 소비자를 타깃으로 개발된 엔리얼 에어는 일반 선글라스와 거의 구별되지 않는 외형과 79g에 불과한 가벼운 무게, 다양한 모바일 기기와의 연결성을 무기로 한국 시장을 공략할 계획이다. 가격도 49만8000원으로 60만원대였던 전작 대비 저렴해졌다.

제품의 외형은 엔리얼이 강조한대로 일반 선글라스와 유사하다. 내부에 삽입된 전자부품 때문에 렌즈 부위가 다소 두텁지만 크게 도드라지는 수준은 아니다. 그렇다고 '뛰어난 디자인'이라 말하기엔 투박한 느낌도 있지만, 오리지널 안경이 아니라 전자기기라는 점을 감안하면 좋은 점수를 줄 만하다.
엔리얼 에어를 착용한 모습. 외부 시야를 차단하기 위한 가림막을 덧씌운 상태다. (사진=이건한 기자)

외형보다 눈길을 끄는 건 기능성이었다. AR 글라스란 이름에 걸맞게 현실 공간 위에 다양한 디지털 콘텐츠를 띄울 수 있다. 주로 스마트폰 화면이나 휴대폰에서 재생 중인 콘텐츠를 미러링 방식으로 띄우는 방식이다. 이때 전용 3D 인터페이스 앱 '네뷸라'를 이용하면 보다 많은 콘텐츠를 화면 위에 배치하고 조작도 편리해진다. 또 스마트폰과 연동 중에는 휴대폰을 터치패드, 레이저 포인터처럼 활용해 앱과 콘텐츠를 제어할 수 있도록 설계됐다.

디스플레이 성능은 만족스러웠다. 렌즈부에 삽입된 OLED 디스플레이를 통해 약 4m 거리에서 130인치 스크린을 띄운 것과 같은 크기로 콘텐츠를 즐길 수 있다. 다만 시야각이 46도에 불과해(인간 시야각 200도) 화면을 확대해도 콘텐츠를 눈앞에 가득 채울 순 없었다.

시야각의 아쉬움을 달래준 건 색감과 선명도였다. AR글라스보다 보편화된 VR HDM(착용형 가상현실 기기)의 경우 360도 3D 콘텐츠를 제공하지만 해상도가 낮아 고품질 영상 콘텐츠 소비에는 한계가 있다.

반면 엔리얼 에어는 3040x1080 풀HD 해상도, sRGB 108% 수준의 색재현율, 10만대1 명암비 등의 사양으로 휴대폰에서 보는 것과 유사한 수준의 고해상도 콘텐츠 재생이 가능했다. 사용시간은 모드에 따라 다르지만 영상을 최대 5시간까지 연속 재생할 수 있다. 또한 시각 보호 인증으로 유명한 독일 TUV 라인란드에서 AR 기술기업 최초로 블루라이트 차단, 플리커 프리(화면 깜빡임 제로) 등의 인증을 획득함으로써 장시간 사용에 따른 눈의 부담도 줄였다. 저시력자의 경우 제품에 동봉된 렌즈 프레임을 통해 동네 안경점에서 맞춤형 도수 렌즈를 제작, 제품에 부착할 수 있기 때문에 시력에 관계없이 사용할 수 있다는 것도 장점이다.
엔리얼 에어로 영상 콘텐츠를 재생하는 콘셉트 이미지. 시야각과 화면 크기는 다소 아쉽지만 풀HD의 선명도는 만족스러운 편이었다. (사진=이건한 기자)

엔리얼 측이 제시한 제품의 활용처는 다양하다. 홈트레이닝 중 콘텐츠 감상, 업무 처리 중 보조 디스플레이를 얻는 듯한 효과로 생산성 향상, 여러 시각으로 구성된 3D 스포츠 콘텐츠 감상 등이다. 이밖에 현장에서 인상 깊었던 건 유명 게임 플랫폼 닌텐도 스위치와의 연동이었다. 간단한 유선연결 만으로 닌텐도 게임 화면을 눈앞에 선명하게 띄워 즐길 수 있다는 점에서 몰입감이 배가되는 효과가 있었다.

이처럼 엔리얼 에어는 여러 측면에서 만족스러운 면모를 보였다. 대신 한계도 뚜렷했다. 특히 패션 아이템 이상의 사용경험을 즐기려면 외부기기와 유선으로 연결되어야 한다는 점이 아쉽다. 아래 자료 사진들 표시(붉은 원)된 것처럼 엔리얼 에어에는 안경 다리 끝에 위치한 포트를 통해 외부기기와 연결된다. 패셔너블 아이템을 표방했지만 미관을 해치며 사용자 움직임에 제약을 줄 수 있는 요소다. 최근 몇 년 사이 다양한 전자기기와 액세서리가 블루투스 기반의 무선화로 나아가고 있는 시점과 어울리지 않는 방식이기도 하다.

이 문제에 대해 엔리얼 측은 어쩔 수 없단 입장이다. 무선연결을 위해선 자체 배터리 탑재 공간이 추가로 필요하며 발열에 대한 대응 방안도 마련해야 한다. 그러나 아직은 현재 디자인을 유지하면서 무선 기능까지 입히기엔 기술적으로 한계가 따른다. 여정민 엔리얼 한국 지사장은 ""언젠가 엔리얼도 무선의 시대로 진입해야 한다는 목표가 있다""며 ""한계 극복을 위해 노력 중""이라고 말했다.
외부기기 연결을 위해선 반드시 USB-C, HDMI 등의 유선 커넥터가 필요하다. 안드로이드와 달리 아이폰은 오른쪽 사진과 같은 전용 어댑터도 필요하다. (사진=이건한 기자) 

외산 제품들의 고질적 문제로 여겨지는 AS 문제도 엔리얼 에어의 발목을 잡을 수 있다. 회사 측 설명에 따르면 제품 AS는 한국 지사(서울시 마포구)를 통해서만 제한적으로 이뤄진다. 한국 소비자 보호법에 따라 1년의 제품보증이 이뤄지지만 직접 방문이 어려울 경우 고장 제품을 직접 택배로 발송해야 한다. 수도권 외 사용자들의 경우 신속한 서비스를 받기 어려울 수 있다.

한편 몇 가지 단점에도 불구하고 엔리얼은 전세계 소비자용 AR 글라스 시장에서 승승장구 중이다. 글로벌 시장조사기관 스트래티지 애널리틱스(SA)에 따르면 글로벌 AR 디바이스 시장은 2021년을 기점으로 매년 100% 이상의 폭발적인 성장세를 이어가고 있다. 그중 엔리얼이 올해 상반기 기록한 점유율은 81%에 달한다.

엔리얼 에어의 국내 판매는 이날부터 시작됐다. 이동통신사와 협업했던 전작과 달리 자사 홈페이지를 통한 직접 판매, 쿠팡 등 온라인 커머스 플랫폼 등을 통해서 유통된다.",IT 일반,https://imgnews.pstatic.net/image/293/2022/09/28/0000040844_001_20220928204701488.jpg?type=w647,https://n.news.naver.com/mnews/article/293/0000040844?sid=105,2022.09.28. 오후 8:44
48,머니투데이,"러와 로켓 계약, 韓 472억 날릴 위기…""반환 가능성 희박""","[누리호 개발에도 신뢰성 낮아 타국 로켓 활용
러 로켓 작년 계약 맺었지만, 대러제재로 여파
정부, 美·EU 로켓 활용해 대체 발사 추진할 듯]

러시아 소유즈 로켓. / 사진=뉴스1

정부가 올해 러시아 로켓(발사체)을 활용한 인공위성 발사 계획을 사실상 철회했다. 한국은 국산 로켓 누리호(KSLV-II)를 개발했지만 아직 실용위성을 쏠 만큼 신뢰성을 확보하지 못해 타국 로켓을 쓰는 중이다. 지난해 러시아와 로켓 계약을 맺고 현재까지 이미 집행된 예산은 472억원이지만 예산 반환은 어려울 것으로 보인다.

28일 국회 과학기술정보방송통신위원회(과방위) 소속 박완주 더불어민주당 의원실에 따르면, 과학기술정보통신부는 '러시아 현지 발사는 사실상 어렵다'는 내부 판단을 내렸다. 러시아와 발사계약대금·보험료·부대서비스비 등으로 집행된 예산은 총 472억원에 달했다.

앞서 한국은 지난해 다목적실용위성(아리랑) 6호, 차세대중형위성(차중형) 2호, 나노위성 도요샛을 발사하기 위해 러시아와 로켓 계약을 체결했다. 한국이 러시아와 로켓 계약을 체결한 배경은 오랜 협력 관계 때문이다. 2013년 발사에 성공한 나로호(KSLV-I)는 러시아 도움을 통해 개발됐다. 또 러시아 로켓은 발사 비용이 저렴해 세계 각국이 애용해왔다.

그러나 러시아의 우크라이나 침공으로 세계 각국이 대러 제재에 동참했다. 러시아는 이 같은 제재에 동참한 국가와 협력을 중단했다. 또 한국이 발사하려는 인공위성에는 미국산 전략부품이 탑재돼 한국은 발사 전 이에 대한 허가를 받아야 한다. 미국이 1987년 MTCR(미사일기술통제체제)을 만들어 미사일 기술로 전환할 수 있는 우주 기술에 대한 외부 반출을 금지해왔기 때문이다.

과기정통부 자료에 따르면 △아리랑 6호 287억 △차중형 2호 174억 7000만원 △도요샛 11억 등으로 현재까지 총 472억7000만원이 집행됐다. 도요샛의 경우 러시아 로켓 기업으로부터 환급을 받는 대신 계약 기간을 연장하기로 했다.

하지만 나머지 아리랑 6호와 차중형 2호는 발사가 어려운 상태다. 이에 과기정통부는 지난 3월부터 미국 스페이스X 팰컨 로켓 또는 EU의 아리안 스페이스 로켓을 활용하는 '플랜B'를 검토해왔다. 최근 러시아 로켓 활용이 어렵다고 판단, 내년 정부 예산안에 대체 발사를 위해 472억원가량을 국회에 요구했다.

박완주 의원은 ""세금 472억원이 집행된 만큼 과기정통부는 물론 산업통상자원부와 외교부 등 다부처 간 협의를 통해 대책을 마련해야 한다""며 ""우리나라 과학기술 계약이 특정 국가에 의존해선 안 되고, 협업 국가 대상을 다각화해야 한다""고 말했다.

과기정통부 관계자는 이날 머니투데이와 통화에서 ""계약금을 반환 받을 수 있다는 계약서 조항이 있는 만큼 이를 토대로 반환 협상에 들어갈 것""이라고 밝혔다.",IT 일반,https://imgnews.pstatic.net/image/008/2022/09/28/0004800167_001_20220928202401039.jpg?type=w647,https://n.news.naver.com/mnews/article/008/0004800167?sid=105,2022.09.28. 오후 8:23
